sa;Soufflé pomme de terre jambon gratiné;https://www.marmiton.org/recettes/recette_souffle-pomme-de-terre-jambon-gratine_24297.aspx;h;french
sa;Frites maison croustillantes à souhait;https://www.marmiton.org/recettes/recette_frites-maison-croustillantes-a-souhait_372493.aspx;nh;american
sa;Salade vietnamienne;https://www.marmiton.org/recettes/recette_salade-vietnamienne_16415.aspx;h;asiat
sa;Velouté de Potiron et Carottes;https://www.marmiton.org/recettes/recette_veloute-de-potiron-et-carottes_19009.aspx;h;french
sa;Flan de courgettes;https://www.marmiton.org/recettes/recette_flan-de-courgettes_23249.aspx;h;french
sa;Salade César;https://www.marmiton.org/recettes/recette_salade-cesar_32442.aspx;h;american
sa;Les nems de ma grand mère;https://www.marmiton.org/recettes/recette_les-nems-de-ma-grand-mere-recette-originale_38800.aspx;nh;asiat
sa;Bruschetta;https://www.marmiton.org/recettes/recette_bruschetta-italie_11272.aspx;nh;italian
sa;Samoussa rapide au boeuf;https://www.marmiton.org/recettes/recette_samoussa-au-boeuf-rapides_171841.aspx;nh;asiat
sa;Soupe à l'oignon;https://www.marmiton.org/recettes/recette_soupe-a-l-oignon_10891.aspx;nh;french
sa;Rouleaux de printemps;https://www.marmiton.org/recettes/recette_rouleaux-de-printemps_17583.aspx;nh;asiat
sa;Saumon en papillote;https://www.marmiton.org/recettes/recette_saumon-en-papillote_80152.aspx;h;french
sa;Pissaladière;https://www.marmiton.org/recettes/recette_pissaladiere_20407.aspx;nh;french
sa;Salade de concombre au chèvre et olives;https://www.marmiton.org/recettes/recette_salade-de-concombre-au-chevre-et-olives_22393.aspx;h;french
sa;La vraie Tartiflette;https://www.marmiton.org/recettes/recette_la-vraie-tartiflette_17634.aspx;nh;french
sa;Blanquette de veau facile;https://www.marmiton.org/recettes/recette_blanquette-de-veau-facile_19219.aspx;nh;french
sa;Gratin Dauphinois;https://www.marmiton.org/recettes/recette_gratin-dauphinois_13809.aspx;nh;french
sa;Ratatouille;https://www.marmiton.org/recettes/recette_ratatouille_23223.aspx;h;french
sa;Bo Bun (Vietnam);https://www.marmiton.org/recettes/recette_bo-bun-vietnam_26967.aspx;nh;asiat
sa;Riz cantonais facile;https://www.marmiton.org/recettes/recette_riz-cantonais-facile_27686.aspx;nh;asiat
sa;Cannelloni de viande;https://www.marmiton.org/recettes/recette_cannelloni-de-viande_45211.aspx;nh;italian
sa;Lasagnes au saumon et aux épinards;https://www.marmiton.org/recettes/recette_lasagnes-au-saumon-et-aux-epinards_14665.aspx;nh;italian
sa;Coq au vin maison;https://www.marmiton.org/recettes/recette_coq-au-vin-maison_25755.aspx;nh;french
sa;Escalope milanaise;https://www.marmiton.org/recettes/recette_escalope-milanaise-italie_41593.aspx;nh;italian
sa;Piadine;https://www.marmiton.org/recettes/recette_piadine-italie-emilia-romagna_35126.aspx;nh;italian
sa;Croquettes au Parmesan;https://www.marmiton.org/recettes/recette_croquettes-au-parmesan-italie_23964.aspx;nh;italian
sa;Risotto aux betteraves;https://www.marmiton.org/recettes/recette_risotto-aux-betteraves-italie_36829.aspx;h;italian
sa;Sandwich asiatique;https://www.marmiton.org/recettes/recette_sandwich-asiatique_64784.aspx;h;asiat
sa;Lapp Boeuf;https://www.marmiton.org/recettes/recette_lapp-boeuf-tartare-asiatique_310227.aspx;nh;asiat
sa;Crevettes marinées sautées à l'asiatique;https://www.marmiton.org/recettes/recette_crevettes-marinees-sautees-a-l-asiatique_49611.aspx;h;asiat
sa;Wok de poulet poivron à l'asiatique;https://www.marmiton.org/recettes/recette_wok-de-poulet-poivron-a-l-asiatique_218331.aspx;h;asiat
sa;Ailes de poulet sautées à l'asiatique;https://www.marmiton.org/recettes/recette_ailes-de-poulet-sautees-a-l-asiatique_26860.aspx;nh;asiat
su;Cake aux carottes et fanes de carottes;https://www.marmiton.org/recettes/recette_cake-aux-carottes-et-fanes-de-carottes_372866.aspx;h;american
su;Pâte à crêpes;https://www.marmiton.org/recettes/recette_pate-a-crepes_12372.aspx;nh;french
su;Gâteau au chocolat fondant rapide;https://www.marmiton.org/recettes/recette_gateau-au-chocolat-fondant-rapide_166352.aspx;nh;french
su;Pancakes;https://www.marmiton.org/recettes/recette_pancakes_15299.aspx;nh;american
su;Tiramisu (recette originale);https://www.marmiton.org/recettes/recette_tiramisu-recette-originale_12023.aspx;nh;italian
su;Cookies maison;https://www.marmiton.org/recettes/recette_cookies-maison_86989.aspx;nh;american
su;Mousse au chocolat facile;https://www.marmiton.org/recettes/recette_mousse-au-chocolat-facile_13585.aspx;nh;french
su;Gaufres faciles et légères;https://www.marmiton.org/recettes/recette_gaufres-faciles-et-legeres_87278.aspx;nh;french
su;Le crumble aux pommes;https://www.marmiton.org/recettes/recette_le-crumble-aux-pommes-du-chat-qui-tousse_10534.aspx;nh;french
su;Galette des rois à la frangipane;https://www.marmiton.org/recettes/recette_galette-des-rois-a-la-frangipane_20147.aspx;nh;french
su;Pain perdu;https://www.marmiton.org/recettes/recette_pain-perdu_10975.aspx;nh;french
sa;Poke bowl avocat et thon mariné;https://www.marmiton.org/recettes/recette_poke-bowl-avocat-et-thon-marine_344612.aspx;h;asiat
su;Gateau aux pommes sans sucre sans edulcorant;https://www.marmiton.org/recettes/recette_gateau-aux-pommes-sans-sucre-sans-edulcorant_345181.aspx;h;french
su;Gâteau yaourt pommes sans sucre;https://www.marmiton.org/recettes/recette_gateau-yaourt-pommes-sans-sucre_164958.aspx;h;french
su;Gâteau aux amandes sans farine sans beurre et sans sucre;https://www.marmiton.org/recettes/recette_gateau-aux-amandes-sans-farine-sans-beurre-et-sans-sucre_312166.aspx;h;french
su;Moelleux au chocolat sans beurre sans sucre;https://www.marmiton.org/recettes/recette_moelleux-au-chocolat-sans-beurre-sans-sucre_14748.aspx;h;french
su;Banana bread sans sucre;https://www.marmiton.org/recettes/recette_banana-bread-sans-sucre_391903.aspx;h;american
su;Mousse au chocolat sans sucre;https://www.marmiton.org/recettes/recette_mousse-au-chocolat-sans-sucre_314799.aspx;h;french
su;Gateau sans oeuf allégé;https://www.marmiton.org/recettes/recette_gateau-sans-oeuf-allege_309214.aspx;h;french
su;Gâteau au sucre roux et aux amandes;https://www.marmiton.org/recettes/recette_gateau-au-sucre-roux-et-aux-amandes_15815.aspx;nh;french
su;Granola peu sucré;https://www.marmiton.org/recettes/recette_granola-sans-sucres-ajoutes_392143.aspx;h;american
su;Panna Cotta Pistache;https://www.marmiton.org/recettes/recette_panna-cotta-pistache_47067.aspx;nh;italian
su;Panna cotta;https://www.marmiton.org/recettes/recette_panna-cotta_17991.aspx;nh;italian
su;Flan aux oeufs maison;https://www.marmiton.org/recettes/recette_flan-aux-oeufs-maison_86967.aspx;nh;french
su;Muffins coeur de Nutella;https://www.marmiton.org/recettes/recette_muffins-coeur-de-nutella_57023.aspx;nh;american
su;Bugnes;https://www.marmiton.org/recettes/recette_bugnes_16033.aspx;nh;french
su;Chausson aux pommes facile;https://www.marmiton.org/recettes/recette_chausson-aux-pommes-facile_36499.aspx;nh;french
su;Sorbet fruit de la passion;https://www.marmiton.org/recettes/recette_sorbet-fruit-de-la-passion_217163.aspx;h;french
su;Tiramisu framboise de Lulu;https://www.marmiton.org/recettes/recette_tiramisu-framboise-de-lulu_217827.aspx;nh;italian
sa;Artichauts au persil et au vin blanc;https://www.marmiton.org/recettes/recette_artichauts-au-persil-et-au-vin-blanc_310315.aspx;h;french
sa;Risotto aux asperges et mascarpone;https://www.marmiton.org/recettes/recette_risotto-aux-asperges-et-mascarpone_167953.aspx;nh;italian
sa;Omelette carottes, poireaux et paprika;https://www.marmiton.org/recettes/recette_omelette-carottes-poireaux-et-paprika_56805.aspx;h;french
su;Fleurs de fraises feuilletées;https://www.marmiton.org/recettes/recette_fleurs-de-fraises-feuilletees_350210.aspx;nh;french
sa;Fondue chinoise;https://www.marmiton.org/recettes/recette_fondue-chinoise-la-vraie_34050.aspx;nh;asian
sa;Moules marinières persillées;https://www.marmiton.org/recettes/recette_moules-marinieres-persillees_32408.aspx;nh;french
sa;Tartiflette au reblochon;https://www.marmiton.org/recettes/recette_tartiflette-au-reblochon_28237.aspx;nh;french
sa;Poulet au lait de coco rapide;https://www.marmiton.org/recettes/recette_poulet-au-lait-de-coco-rapide_36946.aspx;h;french
sa;Cassolettes de Saint-Jacques;https://www.marmiton.org/recettes/recette_cassolettes-de-saint-jacques_36866.aspx;nh;french
sa;Les vrais légumes farcis à la provençale;https://www.marmiton.org/recettes/recette_les-vrais-legumes-farcis-a-la-provencale_27761.aspx;h;french
sa;Aubergines à la Parmigiana;https://www.marmiton.org/recettes/recette_aubergines-a-la-parmigiana_36293.aspx;nh;italian
sa;Poulet aux olives vertes;https://www.marmiton.org/recettes/recette_poulet-aux-olives-vertes_87592.aspx;nh;french
sa;Escalopes de dinde à la feta et tomates cerises;https://www.marmiton.org/recettes/recette_escalopes-de-dinde-a-la-feta-et-tomates-cerises_33370.aspx;h;french
sa;Saucisses au chou vert;https://www.marmiton.org/recettes/recette_saucisses-au-chou-vert_51464.aspx;nh;french
su;Gâteau fondant banane chocolat;https://www.marmiton.org/recettes/recette_gateau-fondant-banane-chocolat_32066.aspx;nh;french
